customer.SeniorCitizen,customer.tenure,account.Charges.Monthly,account.Charges.Total,customer.gender_Male,customer.Partner_Yes,customer.Dependents_Yes,phone.PhoneService_Yes,phone.MultipleLines_No phone service,phone.MultipleLines_Yes,internet.InternetService_Fiber optic,internet.InternetService_No,internet.OnlineSecurity_No internet service,internet.OnlineSecurity_Yes,internet.OnlineBackup_No internet service,internet.OnlineBackup_Yes,internet.DeviceProtection_No internet service,internet.DeviceProtection_Yes,internet.TechSupport_No internet service,internet.TechSupport_Yes,internet.StreamingTV_No internet service,internet.StreamingTV_Yes,internet.StreamingMovies_No internet service,internet.StreamingMovies_Yes,account.Contract_One year,account.Contract_Two year,account.PaperlessBilling_Yes,account.PaymentMethod_Credit card (automatic),account.PaymentMethod_Electronic check,account.PaymentMethod_Mailed check,Churn
1,-0.6601859394896528,0.3890763673662769,-0.5109014445152741,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
0,-0.6183234159561111,-0.21893670058499112,-0.599933514890606,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0
0,1.7259779019222226,1.0931834546776587,2.2060586551037575,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,0
0,0.30265210178180574,-0.626025909874202,-0.183952706078894,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,1.5166652842545143,0.7751996087950992,1.6420893133146226,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,0
0,-0.28342322768777767,1.2696470175025958,0.0664399398437814,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,1
1,-1.0788111748250695,0.9009954159574303,-0.8542091078825538,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1
0,-0.32528575122131936,-1.7022789267074805,-0.7453027817976317,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
0,-0.07411061002006931,-0.6609691896415162,-0.3760551939261585,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0,-1.0369486512915278,-1.0907715307794814,-0.8946698758647369,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,1
0,-0.9950861277579861,-1.4891249201268637,-0.9059281247638111,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0
0,-0.8694985571573611,0.266774888180677,-0.6900224821013611,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,0
0,-1.0788111748250695,-0.8182139485944303,-0.910201664141827,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
1,0.7631398606507641,1.1508398662937274,1.2059585365753842,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1
0,-0.9532236042244444,0.6179548498421851,-0.728208624285568,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,1
0,-0.743910986556736,-1.1117374986398698,-0.7727591235004759,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0
1,-0.6183234159561111,0.2178542965064369,-0.5125097657865704,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1
0,1.809702948989306,-1.5135852159639838,-0.10052678413493775,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0
0,0.5956897665165974,-0.2765931122010596,0.16815477224419279,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0
0,-0.7857735100902777,1.091436290689293,-0.5224354056322847,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,0
0,1.3910777136538892,1.3098317892350069,1.9418344462479338,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1
0,-1.0788111748250695,0.11302445720449417,-0.8721304020484271,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0
0,1.3492151901203475,0.2196014604948025,1.101762294213544,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0.4701021959159724,-0.6085542699905448,-0.06904963925385267,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0
0,-0.5345983688890277,-1.6970374347423836,-0.8344497322637705,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0
0,-0.8694985571573611,-0.844421408419916,-0.8166892702250268,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,-0.5345983688890277,-1.693543106765652,-0.7922427869013229,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
0,1.3910777136538892,1.1560813582588245,1.9889123074605928,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,0
0,-0.367148274754861,-0.6452447137462247,-0.5021475815957898,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0
0,1.3073526665868058,-1.5048493960221552,-0.25051423069240014,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
0,0.09333948411409737,-0.8234554405595275,-0.34365900831861834,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0
1,1.432940237187431,0.7594751328998076,1.6422731214599138,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
0,-1.0788111748250695,-1.6848072868238235,-0.9281229583077003,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,1
0,-0.4090107982884027,0.34015577569203675,-0.32031537386666037,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0
1,-0.32528575122131936,-0.2818346041661567,-0.3659227699169917,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0
0,-0.9532236042244444,-0.6784408295251734,-0.8365405499164557,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0
0,0.5956897665165974,0.5672870941795793,0.7043231320580625,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,1
0,-1.1625362218921529,-0.5421620384326479,0.1033781226291913,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,0
0,1.0143150018520142,1.0512515189568818,1.349949242392727,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0
0,0.7212773371172225,-1.7075204186725776,-0.5293511870988589,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,0
1,1.7259779019222226,1.484548188071578,2.5523761768501774,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,0
0,0.34451462531534743,1.2836243294095213,0.8412831763180246,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,0
1,-0.8276360336238194,0.20911847656460833,-0.6688385933565724,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0
0,-1.0788111748250695,0.05711520957679159,-0.8824925862392076,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
0,-0.9532236042244444,-0.4163662312703165,-0.8106925294849077,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0
0,-1.0369486512915278,-0.4460680190725337,-0.8544848201004903,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1
0,1.0143150018520142,1.29236014935135,1.6401133757527446,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1
0,-0.6183234159561111,-1.6655884829518006,-0.828981439941363,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,0
0,0.42823967238243077,-1.693543106765652,-0.5939597501686482,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0
0,1.3910777136538892,1.2539225416073043,2.006879553662789,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0
0,-0.49273584535548604,-1.6708299749168978,-0.794149796408717,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,1
0,0.30265210178180574,0.1462205729834428,0.23568128962047688,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,1
0,-0.4090107982884027,-0.3639513116193452,-0.4884538747716097,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,-0.19969818062069433,-0.29231758809635083,-0.29476604167121023,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0
0,-1.1206736983586112,0.05711520957679159,-0.9125911700306101,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1,0.7631398606507641,0.03614924171640274,0.5512798750851371,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,True,False,False,0
0,-0.07411061002006931,-1.129209138523527,-0.47476016794742965,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0
0,-0.7020484630231945,0.24056742835519135,-0.5698808831355261,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,0.30265210178180574,-0.30105340803817937,0.03732932483331808,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0
1,-0.9113610806909028,0.2213486244831686,-0.7451419496705021,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1
0,0.13520200764763904,0.2597862322272141,0.16946440527939116,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,0
0,-1.1206736983586112,0.06060953755352281,-0.9125452179942874,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
1,0.42823967238243077,-0.3814229515030023,0.08959976615044841,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1
0,-1.0788111748250695,0.06759819350698576,-0.8742901477555964,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1,1.809702948989306,0.44149128701724827,1.663617842331832,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,0
1,-0.49273584535548604,0.5830115700748708,-0.3241983209359328,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1
0,0.5956897665165974,-1.6708299749168978,-0.5517757808243619,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
0,1.181765095986181,-1.4716532802432065,-0.28104935882886883,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0
0,-0.4090107982884027,0.7262790171208591,-0.21179964009048163,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,0
1,-0.6183234159561111,-0.4635396589561908,-0.6085724977192833,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0
0,0.5956897665165974,0.4327554670754197,0.6066750548722146,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False,0
0,1.3073526665868058,1.1543341942704586,1.8308373025103262,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,1
0,-0.07411061002006931,-0.8182139485944303,-0.41316146325678066,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
0,1.0980400489190976,1.3203147731652012,1.7328445850520577,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,0
0,0.5119647194495142,-1.5188267079290807,-0.49706988158212567,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0
0,-0.8276360336238194,0.28249936407596854,-0.6478614887752362,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,False,0
1,-0.115973133553611,0.710554541225568,0.06225830453841101,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0
0,-1.0788111748250695,0.42401964713359114,-0.877506790298189,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1
0,0.5956897665165974,-1.712761910637675,-0.5945341506226826,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0
0,0.9724524783184725,0.9464216796549392,1.3530050528081905,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,0
0,1.2654901430532641,-1.499607904057058,-0.2507899429103366,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
0,-0.6601859394896528,0.593494554005065,-0.4851912801926943,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,0
0,-0.7857735100902777,-1.6708299749168978,-0.8654214047453053,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
0,-1.0788111748250695,-0.7867649968038476,-0.9058362206911655,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
0,0.7631398606507641,-1.5065965600105207,-0.4088649478606033,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
0,-0.8694985571573611,-1.705773254684212,-0.8930156025571179,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,1
0,-0.8276360336238194,-0.8601458843152072,-0.7858554538524603,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,0
0,-0.49273584535548604,0.23357877240172842,-0.4256604171365692,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0
0,1.1399025724526393,-0.30105340803817937,0.5060860473617106,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,0
0,-0.743910986556736,0.4187781551684938,-0.5628961736144679,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
0,-0.49273584535548604,0.1601978848903687,-0.3958145695449418,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,-0.9532236042244444,0.5987360459701624,-0.726439470887142,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1
0,1.0143150018520142,-0.35346832768915076,0.45335608568135277,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,0
0,-1.1206736983586112,0.05536804558842597,-0.9126141460487714,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
1,1.7678404254557643,1.2189792618399902,2.3186641201126608,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1
0,1.432940237187431,1.163070014212287,1.888185443841121,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0
1,0.8887274312513892,0.7682109528416362,1.1449342323387695,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
0,-0.9950861277579861,-1.688301614800555,-0.9086392949068535,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
0,-0.4508733218219444,0.8311088564228017,-0.22112790346400024,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,1
0,-0.5764608924225694,0.5096306825635111,-0.4000881089229577,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0
0,1.3073526665868058,0.022171929809477343,0.9260646833335019,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,0
0,0.8050023841843058,-0.3202722119102024,0.3480340184296054,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,0
0,1.809702948989306,-1.5170795439407152,-0.15877099017402585,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0
0,0.8050023841843058,1.3727296928161725,1.4076420239959422,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1
0,-0.9532236042244444,0.9953422713291787,-0.7148136056974859,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0
0,-0.7020484630231945,-0.8391799164548189,-0.7223497396544171,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
0,0.5538272429830557,1.4338804324089724,1.1021988385586101,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,0
0,1.0143150018520142,-0.16826894492238537,0.591304098722254,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,0
0,-0.7857735100902777,-1.6655884829518006,-0.8610789373128053,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
0,-0.7857735100902777,-0.8496629003850131,-0.7581923279861635,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
0,-0.743910986556736,0.42576681112195675,-0.5558655120570868,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1
0,-0.6601859394896528,-1.7022789267074805,-0.8470635662343659,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0
0,-0.241560704154236,-0.4513095110376308,-0.3963889699989762,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,1
0,1.0143150018520142,0.023919093797842954,0.6558207577193977,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,0
0,0.6375522900501391,-0.4163662312703165,0.20385950446697115,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1
0,-0.6183234159561111,-0.6609691896415162,-0.6462072154676171,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,0
0,-1.0369486512915278,0.2702692161574083,-0.8314398738846303,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
1,-0.49273584535548604,0.8206258724926075,-0.23693540395902696,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,0
1,0.7212773371172225,-1.5153323799523493,-0.40498200079133084,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0
0,-0.9950861277579861,0.19863549263441416,-0.7950688371351721,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1
0,-1.0369486512915278,0.38558203938954516,-0.8313479698119847,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
0,-0.9113610806909028,1.3010959692931785,-0.6940892373159246,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1
0,-1.1206736983586112,-1.693543106765652,-0.9356131402283089,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,1
0,1.7678404254557643,-1.5310568558476407,-0.15233770508884056,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0
0,-1.0369486512915278,-1.340615981115778,-0.9024817220396046,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
0,1.181765095986181,-1.5083437239988866,-0.33161957480205734,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,1
1,-0.15783565708715266,1.1595756862355557,0.17667887498206333,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1
1,-0.115973133553611,1.0634816668754417,0.21084421398802938,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1
0,1.0561775253855559,-0.5054715946769678,0.3784312904571056,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,0
0,-1.1206736983586112,0.062356701541888424,-0.9125222419761261,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
0,-0.115973133553611,0.7804411007601965,0.056491323979905556,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,1
0,-0.8276360336238194,-0.8182139485944303,-0.7749877972621294,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,-0.03224808648652765,-1.6830601228354578,-0.6918375875361098,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
0,1.3492151901203475,-0.6295202378509335,0.3932737981893546,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,0
1,-0.32528575122131936,0.46769874684273394,-0.1764855001764468,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0
1,1.181765095986181,1.2818771654211556,1.5876361502721617,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,1
0,-1.1206736983586112,0.45546859892417363,-0.9073526378898165,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1
0,0.5956897665165974,-0.05470328567861409,0.32492014415926107,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,0
0,-0.49273584535548604,-1.676071466881995,-0.7982165516232806,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0
0,1.558527807788056,1.4932840080134067,2.3850188605627145,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0
1,-0.32528575122131936,0.8014070686205849,-0.09014162392599585,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,0
0,0.2189270547147224,0.7297733450975907,0.446647088378231,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,0
0,-0.241560704154236,-1.663841318963435,-0.7279329120676314,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,0
0,-0.8276360336238194,-1.3144085212902925,-0.8405613530946965,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
0,0.6794148135836808,-1.6655884829518006,-0.5285010744268881,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
0,1.8515654725228476,-1.4611702963130124,-0.031070281233098254,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0
0,-0.8694985571573611,0.9009954159574303,-0.652548596480157,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1
0,0.9724524783184725,0.36985756349425414,0.8708762877098769,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,True,False,False,0
1,1.7259779019222226,1.474065204141384,2.4868715490720947,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
0,1.2236276195197227,-1.0051604953495616,0.025634531589177584,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1
0,0.30265210178180574,0.5969888819817967,0.4480026734497521,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,1
0,-1.0788111748250695,0.08157550541391165,-0.8770013178986387,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,-0.5345983688890277,0.3960650233197398,-0.4133682474202331,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1
0,-0.241560704154236,-1.6813129588470919,-0.7454176618884386,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
0,1.0561775253855559,-0.18224625682931103,0.6267101427089344,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0
0,-0.7857735100902777,0.710554541225568,-0.5822419809063465,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,0
0,-1.1206736983586112,-1.6673356469401663,-0.9352684999558882,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0
0,0.17706453118118073,-1.7162562386144062,-0.6624972123440327,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
0,0.26078957824826404,0.7262790171208591,0.43405623042579694,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0
0,1.0980400489190976,-0.24689132439884243,0.5640085891465395,True,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,0
0,-0.9113610806909028,0.4345026310637853,-0.7135499246986101,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1
